Origin;Ship to Country code;Ship to simplified postcode 2 digits;Minimum;<=50kg;<=100kg;<=200;<=400;<=800;<=1500;<=5000;<=10000;<=15000;FTL;Carrier Leadtime in working days;Custom Clearance;DG Surcharge per shipment;Distance
FR01;BG;40;137.4119332;536.3874881;239.6138251;140.2280714;93.54499122;66.72346722;56.7876244;42.93352482;32.75155937;27.44244346;4907.626658;5.381989009;0;0;1851.827043
FR01;BE;68;38.48772828;150.2368493;67.11347101;39.27650084;26.20103016;18.68858561;15.90565395;12.02525719;9.173389014;7.686357969;1374.577862;1.507442082;0;0;518.678505
FR01;GR;18;151.6034593;591.784111;264.3604812;154.7104405;103.2060603;73.61448319;62.65249389;47.36758105;36.13405025;30.27662347;5414.472827;5.937826015;0;0;2043.078641
FR01;IT;03;68.76547775;268.4260459;119.9106859;70.17476648;46.81300863;33.3906306;28.41840612;21.48535631;16.38996393;13.73310667;2455.938753;2.693325368;0;0;926.7155216
FR01;DE;76;32.5374957;127.0101161;56.73767644;33.20432341;22.15033061;15.79931581;13.44662754;10.16614312;7.755175971;6.498041077;1162.067061;1.274390369;0;0;438.4904066
FR01;BG;49;142.0197278;554.3740148;247.6487263;144.9302988;96.68180839;68.96088597;58.69186741;44.37320231;33.84980796;28.362663;5072.192685;5.562461692;0;0;1913.923824
FR01;HU;82;78.9081446;308.0179464;137.5970916;80.52529847;53.71776325;38.31563153;32.61002137;24.65437103;18.80742613;15.75869175;2818.181107;3.090581415;0;0;1063.402812
FR01;DE;27;73.00218057;284.9640156;127.2984909;74.49829684;49.69720011;35.44785733;30.16928963;22.8090884;17.39976432;14.5792157;2607.251344;2.859263562;0;0;983.8112969
FR01;AT;61;37.14618215;145.0001239;64.77413269;37.90746088;25.28775488;18.03716759;15.35123909;11.60609924;8.853637106;7.418438705;1326.664938;1.45489798;0;0;500.5992061
FR01;LT;03;147.776064;576.8438732;257.6864114;150.804606;100.6005104;71.75600497;61.07076309;46.17173461;35.22180659;29.51225696;5277.778532;5.787919096;0;0;1991.498884
FR01;ES;04;109.1121654;425.9193433;190.2657413;111.3483245;74.27954998;52.98187592;45.09230403;34.09143409;26.00642813;21.79071615;3896.908801;4.273576985;0;0;1470.446227
FR01;GB;KA;116.5704314;455.0326848;203.2711884;118.9594411;79.35686318;56.60340538;48.17454875;36.42172403;27.78407462;23.28020136;4163.27857;4.565693575;97;0;1570.957283
FR01;PT;24;127.4621719;497.5485944;222.2638009;130.0743984;86.77155961;61.89213594;52.67573038;39.82478227;30.3800754;25.45538342;4552.273869;4.992288459;0;0;1717.739438
FR01;GB;NW;69.46383139;271.1520693;121.128449;70.88743227;47.2884221;33.72973198;28.70701165;21.70355267;16.55641359;13.8725744;2480.880247;2.720677662;97;0;936.1268596
FR01;PL;55;86.72743788;338.5405582;151.2320848;88.50484138;59.04085059;42.11246596;35.84146627;27.09746178;20.67112198;17.32027748;3097.44486;3.3968383;0;0;1168.77924
FR01;FR;03;21.77663049;85.00507821;37.97327938;22.22292361;14.82472927;10.5741347;8.999532168;6.803976073;5.190368769;4.348996024;777.7459339;0.852921455;0;0;293.4719883
FR01;DE;68;37.14729247;145.004458;64.77606882;37.90859396;25.28851074;18.03770673;15.35169795;11.60644615;8.853901745;7.418660446;1326.704592;1.454941468;0;0;500.6141692
FR01;GB;S8;87.09472507;339.9742637;151.8725466;88.8796558;59.2908862;42.29081055;35.99325343;27.21221843;20.75866334;17.39362815;3110.562414;3.411223772;97;0;1173.728973
FR01;ES;02;95.27885157;371.9210019;166.1437224;97.23150886;64.86233858;46.26479799;39.37547134;29.7692991;22.70931565;19.02807447;3402.856078;3.731770015;0;0;1284.022063
FR01;PL;03;114.4163637;446.6242814;199.5150051;116.7612276;77.8904531;55.55744916;47.28434668;35.74869865;27.27066159;22.85001396;4086.346677;4.481325584;0;0;1541.928066
FR01;GB;CT;61.72131052;240.9291388;107.6273287;62.98623517;42.0175986;29.97017613;25.50729415;19.284449;14.71101614;12.32632083;2204.358398;2.417427709;97;0;831.7850519
FR01;BE;89;52.7399529;205.8704088;91.96597091;53.82081242;35.90342059;25.60907512;21.79560805;16.4782783;12.57034712;10.53266003;1883.59186;2.065656456;0;0;710.7481044
FR01;DK;66;95.79223004;373.9249748;167.0389327;97.75540858;65.21182777;46.5140805;39.587633;29.92970109;22.83167726;19.13060094;3421.191238;3.751877419;0;0;1290.94059
FR01;BE;48;45.53202182;177.7342495;79.39704843;46.46516106;30.99652617;22.10910141;18.81681812;14.22620397;10.85236691;9.093169028;1626.162728;1.783344687;0;0;613.610677
FR01;PL;42;97.10103228;379.0338844;169.3211734;99.09103358;66.1028122;47.14959898;40.12851594;30.33862841;23.1436248;19.39198094;3467.934724;3.803139046;0;0;1308.578617
FR01;PL;56;88.50257905;345.4698218;154.32751;90.31636252;60.24930142;42.97442584;36.57507104;27.65209386;21.09421944;17.67478971;3160.843503;3.466364941;0;0;1192.701867
FR01;BE;10;49.51817848;193.2942122;86.34796034;50.53301053;33.71015504;24.04466979;20.46415952;15.47165443;11.80245067;9.889241655;1768.527137;1.939469784;0;0;667.3299757
FR01;GB;IP;70.50823651;275.2289048;122.9496439;71.95324157;47.99941471;34.23686647;29.13862836;22.02987071;16.80534318;14.08115183;2518.180868;2.761583693;97;0;950.2017482
FR01;FI;70;207.0812315;808.3415975;361.1005597;211.3251814;140.9732876;100.5529683;85.57954846;64.70127438;49.35694515;41.35605152;7395.845095;8.110714157;0;0;2790.72287
FR01;FR;30;25.27897756;98.67649017;44.08054211;25.79704824;17.20899837;12.27477841;10.44693172;7.898263166;6.02513854;5.048447369;902.8312264;0.990097266;0;0;340.6712443
FR01;IT;64;63.32594553;247.1928316;110.4254317;64.62375577;43.10997511;30.74934289;26.1704346;19.78580747;15.09347418;12.6467814;2261.667464;2.480276166;0;0;853.4098586
FR01;GB;FK;120.1483558;468.9991128;209.51024;122.6106919;81.79258254;58.34074736;49.65318181;37.5396248;28.63685793;23.9947462;4291.063084;4.70582951;97;0;1619.175054
FR01;DE;77;26.40893313;103.0872718;46.05091667;26.95016127;17.97823057;12.82345385;10.91390348;8.251310929;6.294458723;5.274110026;943.1872564;1.034354037;0;0;355.8990505
FR01;GB;CF;84.15768217;328.5095166;146.7510402;85.88242075;57.29145539;40.86466304;34.77947464;26.2945572;20.05863145;16.80707331;3005.666793;3.29618913;97;0;1134.148018
FR01;HU;84;78.2651821;305.5081423;136.4759175;79.86915902;53.28005803;38.00342657;32.3443071;24.4534813;18.65417871;15.63028615;2795.217891;3.065398617;0;0;1054.73795
FR01;SK;01;88.31410954;344.7341311;153.9988639;90.12403049;60.12099831;42.88291021;36.49718308;27.59320771;21.04929853;17.63715059;3154.11237;3.458983189;0;0;1190.161964
FR01;ES;45;99.02273917;386.5352674;172.6721745;101.0521242;67.41103959;48.08272716;40.92269128;30.93905407;23.6016556;19.77576371;3536.567919;3.878406202;0;0;1334.476432
FR01;GB;G3;117.775789;459.7377982;205.3730462;120.1895015;80.17742631;57.18869398;48.67268158;36.7983307;28.07136656;23.5209225;4206.327561;4.612903604;97;0;1587.201242
FR01;FR;04;19.9961407;78.05493623;34.86852742;20.40594423;13.61263729;9.709577674;8.263716996;6.247672842;4.765996477;3.993415623;714.1562664;0.783185324;0;0;269.4772808
FR01;IT;61;51.13166708;199.592465;89.16150184;52.17956618;34.80855875;24.82813562;21.13095885;15.97577916;12.18701893;10.21147036;1826.152407;2.002665008;0;0;689.0740976
FR01;AT;27;68.92246106;269.0388302;120.1844276;70.33496703;46.91987709;33.46685739;28.48328192;21.5344048;16.42738024;13.7644577;2461.545365;2.699473905;0;0;928.8311016
FR01;FR;31;44.78568579;174.8209267;78.09561538;45.70352951;30.48844804;21.7467011;18.50838311;13.9930158;10.67448084;8.944118767;1599.507557;1.754113075;0;0;603.5527059
FR01;DE;54;39.05500195;152.4512021;68.10266175;39.85540029;26.58720921;18.96403815;16.14008864;12.20249841;9.308596319;7.799647806;1394.837874;1.52966039;0;0;526.3233484
FR01;HU;55;101.7855386;397.3198552;177.4898416;103.8715448;69.29185187;49.42426683;42.06446124;31.802274;24.26015729;20.32752051;3635.240487;3.986616282;0;0;1371.709201
FR01;HU;21;90.68705893;353.9969392;158.1367249;92.54561143;61.736415;44.03514938;37.47784142;28.33462135;21.61488109;18.1110507;3238.861558;3.551924081;0;0;1222.140933
FR01;GB;RG;72.20702026;281.8601072;125.9119199;73.68684041;49.15588421;35.06174928;29.84067723;22.56064539;17.21024118;14.42041477;2578.852428;2.828119658;97;0;973.0953471
FR01;PL;99;104.2859578;407.0802414;181.8499796;106.4232079;70.99404527;50.6384018;43.09779845;32.58351479;24.85612173;20.82687751;3724.542219;4.084549759;0;0;1405.406011
FR01;SI;32;63.29289001;247.0637994;110.3677907;64.59002281;43.08747213;30.73329204;26.15677389;19.77547948;15.08559553;12.6401799;2260.486896;2.478981487;0;0;852.964387
FR01;NO;60;163.2920015;637.4103363;284.742527;166.6385293;111.1631901;79.29011885;67.48296627;51.01959517;38.9199654;32.61093427;5831.925666;6.395629093;35;0;2200.598866
FR01;GB;NG;83.34723038;325.345918;145.3378045;85.05535947;56.73972962;40.47112988;34.44454281;26.04133645;19.86546366;16.64521854;2976.721747;3.264446307;97;0;1123.225994
FR01;IT;06;53.58057088;209.1517611;93.43180932;54.67865813;36.4756824;26.01725616;22.14300654;16.74092429;12.7707049;10.70053927;1913.614283;2.098580792;0;0;722.0766627
FR01;FR;01;6.505369645;25.39371074;11.34382195;6.638691545;4.428616441;3.158829137;2.688445461;2.032563277;1.550527638;1.299182936;232.3373579;0.254794668;0;0;87.66938326
FR01;DE;19;80.98736328;316.1341767;141.2227559;82.64712894;55.13321887;39.32524312;33.46929092;25.30401029;19.30299921;16.17393109;2892.439789;3.172017808;0;0;1091.423328
FR01;DE;48;60.49197223;236.1304167;105.4836543;61.73170265;41.1807103;29.37324316;24.99925093;18.90034971;14.4180085;12.08081052;2160.452944;2.369278433;0;0;815.2179179
FR01;DE;55;38.97877754;152.1536601;67.96974447;39.77761373;26.53531843;18.92702566;16.10858772;12.17868255;9.290428551;7.784425082;1392.115542;1.526674922;0;0;525.2961129
FR01;SE;64;144.7833025;565.1616286;252.4677451;147.7505105;98.5631484;70.30280205;59.83395773;45.23666444;34.50849441;28.9145746;5170.892939;5.670702134;0;0;1951.16704
FR01;FI;15;187.0144974;730.0111001;326.1089342;190.8471971;127.312593;90.80911241;77.28665765;58.43154507;44.57412304;37.34853774;6679.167607;7.324763914;0;0;2520.29424
FR01;GB;PE;78.18216684;305.1840922;136.3311586;79.78444244;53.22354429;37.96311664;32.30999975;24.42754369;18.63439237;15.61370722;2792.253026;3.062147173;97;0;1053.619198
FR01;GB;NE;104.5309465;408.0365551;182.2771819;106.6732175;71.16082462;50.75736163;43.19904388;32.66006004;24.91451378;20.87580405;3733.29192;4.094145191;97;0;1408.707593
FR01;FR;88;21.52019516;84.0040829;37.52611698;21.96123286;14.65015753;10.44961673;8.89355627;6.723854411;5.129248481;4.2977835;768.5874219;0.842877697;0;0;290.0161467
FR01;GB;MK;75.2691963;293.8133116;131.2516287;76.8117731;51.24050106;36.54865801;31.10616924;23.51740372;17.94009803;15.03195986;2688.217142;2.948055368;97;0;1014.362654
FR01;IT;85;89.14742804;347.9869899;155.4519738;90.97442714;60.6882909;43.28754683;36.84156494;27.85357302;21.2479165;17.80357206;3183.874095;3.491621629;0;0;1201.392152
FR01;CZ;76;82.42883743;321.7609711;143.736345;84.11814485;56.11452147;40.02518344;34.06500259;25.75439015;19.64656854;16.46180691;2943.921613;3.228475772;0;0;1110.849304
FR01;PL;40;94.48435744;368.8196941;164.758313;96.42073227;64.32147619;45.87901342;39.04713425;29.52106423;22.5199513;18.86940659;3374.480954;3.700652203;0;0;1273.315091
FR01;DE;66;33.34236355;130.1519178;58.1411751;34.02568633;22.69825505;16.19013757;13.77925173;10.4176192;7.947012857;6.658780687;1190.812679;1.305914487;0;0;449.3371796
FR01;PL;75;102.8837173;401.6065958;179.4048048;104.9922297;70.03945155;49.9575123;42.51830072;32.14539327;24.52190359;20.54683703;3674.461615;4.029628454;0;0;1386.508767
FR01;DK;77;109.0885466;425.8271471;190.2245556;111.3242216;74.26347113;52.97040725;45.08254317;34.08405452;26.00079868;21.78599924;3896.065261;4.272651909;0;0;1470.127928
FR01;GB;S7;89.86426252;350.7851533;156.7019631;91.70595251;61.17628546;43.635622;37.13780797;28.0775436;21.418771;17.94673059;3209.475627;3.519697758;97;0;1211.052546
FR01;PT;27;136.2370975;531.8015168;237.5651902;139.0291584;92.74520627;66.15299921;56.30210522;42.56645453;32.4715422;27.20781783;4865.667747;5.335974425;0;0;1835.994411
FR01;LU;64;37.25111042;145.4097114;64.95710272;38.01453957;25.35918619;18.08811788;15.39460234;11.63888344;8.878646321;7.43939386;1330.41242;1.459007688;0;0;502.0132682
FR01;GB;HP;73.16349055;285.5936891;127.5797773;74.66291273;49.80701401;35.52618503;30.2359535;22.85948873;17.43821188;14.6114308;2613.012483;2.865581561;97;0;985.985185
FR01;GB;TF;87.5249364;341.6535937;152.6227331;89.31868393;59.58375825;42.49970938;36.17104497;27.34663535;20.86120241;17.47954536;3125.927285;3.428073784;97;0;1179.526701
FR01;GB;E6;68.27214501;266.5003215;119.0504306;69.67132331;46.47716584;33.15108175;28.21452867;21.33121749;16.27238013;13.63458352;2438.31952;2.674003091;97;0;920.0671404
FR01;ES;36;112.410662;438.7950247;196.017537;114.7144208;76.52504513;54.5835354;46.45545917;35.12202932;26.79261098;22.44945664;4014.713632;4.402768619;0;0;1514.898299
FR01;IT;44;40.7387217;159.0236022;71.03866971;41.57362641;27.7334237;19.78160629;16.83591209;12.72856643;9.709903877;8.135902329;1454.971428;1.595606345;0;0;549.0139378
FR01;BG;22;123.7397121;483.0179723;215.7727137;126.27565;84.23744584;60.08461151;51.1373658;38.66172228;29.49284267;24.71197351;4419.327314;4.84649153;0;0;1667.57384
FR01;FI;21;171.8843003;670.9503751;299.7254585;175.4069198;117.0125112;83.46230356;71.03386775;53.70420679;40.96790387;34.32689641;6138.797083;6.732162148;0;0;2316.392676
FR01;GB;PO;67.75253005;264.4720045;118.1443453;69.14105929;46.12343108;32.89877097;27.99978968;21.16886695;16.14853208;13.53081157;2419.761624;2.653651423;97;0;913.0645678
FR01;ES;40;88.92404432;347.1150115;155.0624455;90.74646535;60.53621948;43.17907782;36.74924814;27.78377813;21.19467393;17.75896025;3175.896011;3.482872397;0;0;1198.381729
FR01;NO;43;126.6421489;494.3476347;220.8338753;129.2375697;86.21331812;61.49395526;52.33684309;39.56857107;30.18462635;25.29161719;4522.98699;4.960170763;35;0;1706.688427
FR01;FR;72;45.8224362;178.8678821;79.90346224;46.76152723;31.1942296;22.25011867;18.93683639;14.31694218;10.92158596;9.151167486;1636.534792;1.794719296;0;0;617.5244361
FR01;FI;60;191.4820756;747.4502919;333.8993311;195.4063344;130.3539559;92.9784459;79.13295402;59.82741277;45.63895161;38.24075474;6838.725845;7.499744764;0;0;2580.5014
FR01;GB;BD;95.01749674;370.9008033;165.6879815;96.96479779;64.68441782;46.13789125;39.26746238;29.68764037;22.64702282;18.97587948;3393.521867;3.721533576;97;0;1280.499924
FR01;GB;HD;91.6105163;357.601655;159.7470156;93.48799425;62.36507082;44.48355496;37.85947458;28.62315;21.83498329;18.29547374;3271.842566;3.588092973;97;0;1234.585873
FR01;PL;46;92.05872936;359.3512547;160.5285929;93.94539304;62.67019779;44.70119493;38.04470562;28.76319145;21.94181299;18.38498606;3287.850363;3.605648055;0;0;1240.626201
FR01;FR;10;26.6609462;104.0710048;46.4903677;27.20733913;18.1497918;12.94582449;11.01805181;8.330050884;6.354524984;5.324439384;952.1878288;1.044224589;0;0;359.2952957
FR01;DK;84;104.3656739;407.3914133;181.9889856;106.5045577;71.04831308;50.67710977;43.13074238;32.60842161;24.87512173;20.84279756;3727.389256;4.087671986;0;0;1406.480302
FR01;AT;12;71.98545481;280.9952265;125.5255623;73.46073418;49.00505061;34.95416318;29.74911186;22.49141861;17.15743199;14.37616609;2570.939284;2.819441643;0;0;970.1094283
FR01;NO;14;140.0359471;546.6303267;244.1894831;142.9058622;95.33132343;67.99761645;57.87203909;43.75338206;33.37698212;27.9664835;5001.342542;5.484763301;35;0;1887.189474
FR01;GB;LA;100.1417528;390.9033372;174.6234689;102.1940711;68.17282294;48.62608951;41.38514112;31.2886831;23.86836782;19.99924116;3576.533161;3.922234413;97;0;1349.55678
FR01;GB;E1;68.52748218;267.4970302;119.4956781;69.9318934;46.65098999;33.27506648;28.32005074;21.41099604;16.33323868;13.68557673;2447.438811;2.684003837;97;0;923.5081827
FR01;HU;11;88.45016321;345.2652166;154.2361092;90.26287246;60.21361864;42.94897415;36.55340938;27.63571685;21.08172635;17.66432178;3158.971487;3.464311979;0;0;1191.995487
FR01;AT;82;67.06592182;261.7918292;116.9470634;68.44037962;45.65601344;32.56537284;27.71603812;20.95434037;15.98488188;13.39368951;2395.239614;2.626759159;0;0;903.8115163
FR01;GR;11;152.1460858;593.9022538;265.3066932;155.2641877;103.5754606;73.87796778;62.87674278;47.53712143;36.26338302;30.38499105;5433.852574;5.959078974;0;0;2050.391329
FR01;FI;04;181.7336794;709.3974268;316.9004399;185.4581533;123.7176063;88.24489199;75.10427726;56.78158552;43.31546216;36.29390918;6490.564751;7.117931045;0;0;2449.127484
FR01;DK;73;99.87043938;389.8442652;174.1503626;101.9171973;67.98812272;48.49434714;41.27301661;31.20391286;23.8037014;19.94505734;3566.843282;3.911607927;0;0;1345.900434
FR01;BE;85;51.15119945;199.6687097;89.19556167;52.19949885;34.82185567;24.83762;21.13903091;15.98188193;12.19167439;10.21537116;1826.849999;2.003430029;0;0;689.337325
FR01;SE;53;130.4280383;509.1258542;227.4355686;133.1010476;88.79061241;63.33227936;53.90142093;40.75144924;31.08697725;26.04769459;4658.198913;5.108452027;0;0;1757.708832
FR01;GB;PR;96.41533888;376.3572802;168.1254867;98.3912875;65.63601735;46.81664507;39.84514245;30.12438767;22.98019265;19.25504158;3443.445387;3.776282614;97;0;1299.337894
FR01;DE;63;43.70264801;170.5932887;76.20705432;44.59829581;29.75115574;21.22080764;18.06080086;13.65462722;10.41634331;8.72782603;1560.827182;1.711693925;0;0;588.9571856
FR01;GB;B3;83.06771468;324.2548285;144.8503954;84.77011533;56.54944561;40.33540472;34.32902858;25.95400347;19.79884226;16.58939665;2966.738926;3.253498565;97;0;1119.45911
FR01;RS;22;94.78396974;369.9892307;165.2807658;96.72648486;64.52544123;46.02449694;39.17095371;29.61467628;22.59136264;18.92924196;3385.181519;3.712387066;84;0;1277.352806
FR01;DE;13;79.36609766;309.8055663;138.3956532;80.99263689;54.02952086;38.53800098;32.79927762;24.79745569;18.91657733;15.85014924;2834.536766;3.108517983;0;0;1069.5744
FR01;HU;69;99.15124841;387.0369032;172.8962641;101.1832671;67.49852395;48.14512772;40.97579973;30.979206;23.63228524;19.8014282;3541.157588;3.883439501;0;0;1336.208282
FR01;GB;SR;100.408976;391.9464429;175.0894428;102.4667707;68.35473865;48.75584576;41.49557527;31.37217536;23.93205935;20.05260812;3586.076958;3.932700696;97;0;1353.158003
FR01;PL;26;108.9197128;425.1681043;189.9301494;111.1519276;74.14853527;52.88842618;45.01276996;34.03130342;25.96055784;21.75228156;3890.035411;4.266039225;0;0;1467.852645
FR01;FR;63;22.03345317;86.00758555;38.42111723;22.48500965;14.99956471;10.69884075;9.105668145;6.884218761;5.25158138;4.400285906;786.9182802;0.862980383;0;0;296.93305
FR01;IT;51;38.48607919;150.2304121;67.11059538;39.27481795;26.19990751;18.68778485;15.90497244;12.02474194;9.172995959;7.686028629;1374.518965;1.507377492;0;0;518.656281
FR01;FR;89;25.75495368;100.534463;44.91053159;26.28277908;17.53302541;12.50589936;10.64363627;8.046979017;6.138585457;5.143504235;919.8305732;1.008739739;0;0;347.0857196
FR01;DE;57;48.10359971;187.7724039;83.88127043;49.0894412;32.74716183;23.35778912;19.87956278;15.02967788;11.46529174;9.606737093;1718.005874;1.884065226;0;0;648.2664551
FR01;FR;50;59.93294666;233.9482603;104.5088463;61.16122033;40.80014624;29.10179567;24.7682249;18.72568556;14.28476709;11.96916791;2140.48751;2.347383176;0;0;807.6842296
FR01;DK;50;96.75356135;377.6775316;168.7152665;98.73644154;65.86626677;46.98087663;39.98491816;30.23006323;23.06080656;19.32258776;3455.524902;3.789529714;0;0;1303.895937
FR01;GB;S6;88.56204881;345.701962;154.4312112;90.37705107;60.28978625;43.00330273;36.59964785;27.67067483;21.10839382;17.68666637;3162.967449;3.468694183;97;0;1193.503309
FR01;DE;23;82.93452749;323.7349323;144.6181486;84.63419859;56.45877667;40.27073267;34.2739869;25.91238994;19.76709765;16.56279793;2961.982185;3.248282046;0;0;1117.664218
FR01;FI;77;201.8102084;787.7661586;351.9091454;205.9461333;137.3849689;97.993504;83.40121596;63.05437519;48.10061885;40.30337909;7207.59206;7.904264923;0;0;2719.688114
FR01;FR;94;37.74952605;147.3552769;65.82622137;38.52316979;25.69848922;18.33013484;15.60058037;11.79461038;8.9974416;7.538932104;1348.213187;1.478529045;0;0;508.7301487
FR01;DE;85;43.0266124;167.9543837;75.02820853;43.90840544;29.29093556;20.89254329;17.7814186;13.44340399;10.25521305;8.59281542;1536.682769;1.685215757;0;0;579.8466157
FR01;DK;89;106.9558813;417.5022879;186.505693;109.1478491;72.811631;51.93484345;44.20118597;33.41771618;25.49248682;21.36008611;3819.897748;4.189122182;0;0;1441.38714
FR01;TR;27;247.2545846;965.1582837;431.1533608;252.3218526;168.3218292;120.0600471;102.1818132;77.25319484;58.9320958;49.37904448;8830.624553;9.684176812;0;0;3332.117639
FR01;SE;25;107.385831;419.1805968;187.2554234;109.5866103;73.10432499;52.14361526;44.37886941;33.55205138;25.59496355;21.44595108;3835.253277;4.205961949;0;0;1447.181342
FR01;BE;17;49.92299773;194.8744242;87.05386911;50.9461262;33.9857411;24.24123892;20.63145739;15.59813775;11.89893764;9.970087831;1782.985137;1.955325268;0;0;672.785508
FR01;FR;46;35.93337273;140.2659223;62.65928066;36.66979598;24.46211882;17.44826058;14.85002668;11.2271643;8.564569054;7.176229362;1283.349807;1.407396087;0;0;484.2548229
FR01;PT;63;112.4244928;438.8490133;196.0416547;114.7285351;76.53446064;54.59025127;46.46117497;35.12635067;26.7959075;22.45221879;4015.207596;4.403310328;0;0;1515.084689
FR01;FR;58;22.3619031;87.28968989;38.99385603;22.82019088;15.22316135;10.85832703;9.241405204;6.986840951;5.329866048;4.465880419;798.6487728;0.875844724;0;0;301.3593939
FR01;SE;52;127.3573013;497.1392322;222.0809315;129.9673786;86.70016759;61.84121367;52.63239098;39.7920161;30.35507994;25.4344398;4548.528448;4.988181012;0;0;1716.326154
FR01;FI;20;171.6903136;670.193148;299.3871917;175.2089575;116.8804522;83.36810893;70.95369972;53.64359682;40.92166795;34.28815545;6131.868904;6.724564305;0;0;2313.778421
FR01;FR;39;7.977419572;31.1398577;13.91072794;8.140909856;5.430733901;3.873616221;3.296793051;2.492496345;1.90138458;1.593165022;284.9111868;0.312450189;0;0;107.5074119
