Lane ID / -,Dep.shipping point,Ship to Country code,Ship to Country name,Ship to simplified postcode 2 digits,Minimum,<=50kg,<=100kg,<=200,<=400,<=800,<=1500,<=5000,<=10000,<=15000,FTL,Sample shipment (no minimum calculation),Custom Clearance,DG Surcharge per shipment,
CH01-EG-DE-30-,CH,DE,Germany,30,5.90 GBP / shipm.,28.34 GBP / 100kg,28.80 GBP / 100kg,17.71 GBP / 100kg,13.59 GBP / 100kg,8.86 GBP / 100kg,6.83 GBP / 100kg,5.84 GBP / 100kg,5.04 GBP / 100kg,4.35 GBP / 100kg,800.04 GBP / shipm.,67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-CH-69-,CH,CH,Switzerland,69,32.40 GBP / shipm.,275.18 GBP / 100kg,64.80 GBP / 100kg,46.62 GBP / 100kg,29.25 GBP / 100kg,17.87 GBP / 100kg,13.63 GBP / 100kg,7.22 GBP / 100kg,8.01 GBP / 100kg,3.85 GBP / 100kg,835.20 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-80-,FR01/FRB1,PL,Poland,80,42.80 GBP / shipm.,178.75 GBP / 100kg,76.74 GBP / 100kg,40.00 GBP / 100kg,33.82 GBP / 100kg,29.21 GBP / 100kg,25.73 GBP / 100kg,21.80 GBP / 100kg,15.17 GBP / 100kg,11.35 GBP / 100kg,"1,317.17 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-42-,FR01/FRB1,DE,Germany,42,20.80 GBP / shipm.,86.74 GBP / 100kg,53.68 GBP / 100kg,34.76 GBP / 100kg,28.80 GBP / 100kg,21.98 GBP / 100kg,17.55 GBP / 100kg,12.27 GBP / 100kg,8.26 GBP / 100kg,6.82 GBP / 100kg,"1,060.00 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-HU-21-,CH,HU,Hungary,21,65.70 GBP / shipm.,142.34 GBP / 100kg,96.27 GBP / 100kg,53.93 GBP / 100kg,26.88 GBP / 100kg,19.17 GBP / 100kg,19.42 GBP / 100kg,12.21 GBP / 100kg,13.30 GBP / 100kg,13.40 GBP / 100kg,"2,771.08 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-RU-17-,CH,RU,Russian Fed.,17,782.04 GBP / shipm.,"2,460.49 GBP / 100kg","1,165.53 GBP / 100kg",582.15 GBP / 100kg,332.86 GBP / 100kg,209.99 GBP / 100kg,130.78 GBP / 100kg,78.87 GBP / 100kg,59.84 GBP / 100kg,49.04 GBP / 100kg,"7,598.29 GBP / shipm.",205.00 EUR / shipm.,66.00 EUR / shipm.,,
FR01-EG-RU-19-,FR01/FRB1,RU,Russian Fed.,19,719.20 GBP / shipm.,"2,277.78 GBP / 100kg","1,067.49 GBP / 100kg",538.80 GBP / 100kg,314.94 GBP / 100kg,204.02 GBP / 100kg,130.40 GBP / 100kg,77.79 GBP / 100kg,56.16 GBP / 100kg,45.66 GBP / 100kg,"6,824.96 GBP / shipm.",197.00 EUR / shipm.,63.00 EUR / shipm.,,
CH01-EG-FR-50-,CH,FR,France,50,27.83 GBP / shipm.,137.43 GBP / 100kg,59.58 GBP / 100kg,43.71 GBP / 100kg,41.49 GBP / 100kg,39.01 GBP / 100kg,32.37 GBP / 100kg,17.59 GBP / 100kg,6.52 GBP / 100kg,4.48 GBP / 100kg,"1,395.13 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
FR01-EG-FR-13-,FR01/FRB1,FR,France,13,20.90 GBP / shipm.,94.22 GBP / 100kg,37.13 GBP / 100kg,27.12 GBP / 100kg,25.74 GBP / 100kg,24.20 GBP / 100kg,20.08 GBP / 100kg,10.89 GBP / 100kg,4.02 GBP / 100kg,2.75 GBP / 100kg,621.50 GBP / shipm.,50.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-SI-20-,CH,SI,Slovenia,20,119.04 GBP / shipm.,291.29 GBP / 100kg,171.23 GBP / 100kg,106.50 GBP / 100kg,56.71 GBP / 100kg,39.58 GBP / 100kg,35.45 GBP / 100kg,18.10 GBP / 100kg,20.48 GBP / 100kg,20.57 GBP / 100kg,"5,074.08 GBP / shipm.",60.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-RS-37-,CH,RS,Serbia,37,171.60 GBP / shipm.,456.00 GBP / 100kg,277.39 GBP / 100kg,160.34 GBP / 100kg,87.24 GBP / 100kg,59.76 GBP / 100kg,53.57 GBP / 100kg,32.68 GBP / 100kg,30.90 GBP / 100kg,30.43 GBP / 100kg,"5,704.40 GBP / shipm.",87.00 EUR / shipm.,88.00 EUR / shipm.,,
CH01-EG-AT-23-,CH,AT,Austria,23,72.52 GBP / shipm.,393.41 GBP / 100kg,165.31 GBP / 100kg,75.89 GBP / 100kg,52.84 GBP / 100kg,38.61 GBP / 100kg,37.12 GBP / 100kg,31.60 GBP / 100kg,30.36 GBP / 100kg,25.72 GBP / 100kg,"2,879.24 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-BG-22-,CH,BG,Bulgaria,22,117.00 GBP / shipm.,274.68 GBP / 100kg,195.39 GBP / 100kg,101.87 GBP / 100kg,58.40 GBP / 100kg,41.22 GBP / 100kg,35.20 GBP / 100kg,23.77 GBP / 100kg,25.53 GBP / 100kg,25.45 GBP / 100kg,"4,623.45 GBP / shipm.",54.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-HR-10-,FR01/FRB1,HR,Croatia,10,42.24 GBP / shipm.,110.16 GBP / 100kg,63.39 GBP / 100kg,35.17 GBP / 100kg,22.12 GBP / 100kg,17.68 GBP / 100kg,16.43 GBP / 100kg,11.00 GBP / 100kg,8.08 GBP / 100kg,7.81 GBP / 100kg,"1,413.76 GBP / shipm.",75.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-FR-35-,CH,FR,France,35,34.04 GBP / shipm.,168.10 GBP / 100kg,72.88 GBP / 100kg,53.46 GBP / 100kg,50.75 GBP / 100kg,47.72 GBP / 100kg,39.59 GBP / 100kg,21.52 GBP / 100kg,7.98 GBP / 100kg,5.48 GBP / 100kg,"1,706.44 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-CH-50-,CH,CH,Switzerland,50,10.98 GBP / shipm.,93.26 GBP / 100kg,21.96 GBP / 100kg,15.80 GBP / 100kg,9.91 GBP / 100kg,6.06 GBP / 100kg,4.62 GBP / 100kg,2.45 GBP / 100kg,2.71 GBP / 100kg,1.31 GBP / 100kg,283.04 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-NO-16-,CH,NO,Norway,16,416.24 GBP / shipm.,"1,459.73 GBP / 100kg",662.17 GBP / 100kg,344.21 GBP / 100kg,270.75 GBP / 100kg,143.71 GBP / 100kg,138.10 GBP / 100kg,91.47 GBP / 100kg,51.96 GBP / 100kg,43.76 GBP / 100kg,"8,448.64 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-NL-38-,CH,NL,Netherlands,38,33.44 GBP / shipm.,153.52 GBP / 100kg,80.73 GBP / 100kg,57.06 GBP / 100kg,26.00 GBP / 100kg,14.94 GBP / 100kg,12.16 GBP / 100kg,17.71 GBP / 100kg,19.17 GBP / 100kg,15.29 GBP / 100kg,"2,967.36 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-FR-62-,CH,FR,France,62,37.95 GBP / shipm.,187.41 GBP / 100kg,81.25 GBP / 100kg,59.60 GBP / 100kg,56.58 GBP / 100kg,53.20 GBP / 100kg,44.14 GBP / 100kg,23.99 GBP / 100kg,8.89 GBP / 100kg,6.11 GBP / 100kg,"1,902.45 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH01-EG-NL-49-,CH,NL,Netherlands,49,29.45 GBP / shipm.,135.21 GBP / 100kg,71.10 GBP / 100kg,50.25 GBP / 100kg,22.89 GBP / 100kg,13.16 GBP / 100kg,10.71 GBP / 100kg,15.59 GBP / 100kg,16.88 GBP / 100kg,13.47 GBP / 100kg,"2,613.30 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-FI-01-,CH,FI,Finland,01,617.90 GBP / shipm.,"3,155.27 GBP / 100kg",999.24 GBP / 100kg,601.45 GBP / 100kg,379.99 GBP / 100kg,263.83 GBP / 100kg,212.51 GBP / 100kg,123.01 GBP / 100kg,57.89 GBP / 100kg,38.52 GBP / 100kg,"8,217.70 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-FI-21-,CH,FI,Finland,21,210.42 GBP / shipm.,"1,074.50 GBP / 100kg",340.28 GBP / 100kg,204.82 GBP / 100kg,129.40 GBP / 100kg,89.84 GBP / 100kg,72.37 GBP / 100kg,41.89 GBP / 100kg,19.71 GBP / 100kg,13.12 GBP / 100kg,"2,798.46 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-AT-46-,FR01/FRB1,AT,Austria,46,46.72 GBP / shipm.,160.04 GBP / 100kg,80.87 GBP / 100kg,37.66 GBP / 100kg,34.58 GBP / 100kg,28.27 GBP / 100kg,30.35 GBP / 100kg,24.88 GBP / 100kg,18.64 GBP / 100kg,12.48 GBP / 100kg,"1,161.43 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-62-,FR01/FRB1,PL,Poland,62,62.00 GBP / shipm.,213.20 GBP / 100kg,120.28 GBP / 100kg,79.42 GBP / 100kg,58.44 GBP / 100kg,41.18 GBP / 100kg,49.65 GBP / 100kg,35.48 GBP / 100kg,24.09 GBP / 100kg,16.45 GBP / 100kg,"1,898.75 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-NL-85-,FR01/FRB1,NL,Netherlands,85,57.75 GBP / shipm.,240.93 GBP / 100kg,106.05 GBP / 100kg,75.50 GBP / 100kg,46.33 GBP / 100kg,35.01 GBP / 100kg,28.83 GBP / 100kg,25.58 GBP / 100kg,20.76 GBP / 100kg,16.14 GBP / 100kg,"2,707.65 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-FR-77-,FR01/FRB1,FR,France,77,27.36 GBP / shipm.,123.34 GBP / 100kg,48.60 GBP / 100kg,35.50 GBP / 100kg,33.70 GBP / 100kg,31.68 GBP / 100kg,26.28 GBP / 100kg,14.26 GBP / 100kg,5.26 GBP / 100kg,3.60 GBP / 100kg,813.60 GBP / shipm.,50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-IT-47-,FR01/FRB1,IT,Italy,47,48.40 GBP / shipm.,193.72 GBP / 100kg,84.10 GBP / 100kg,34.97 GBP / 100kg,29.28 GBP / 100kg,24.56 GBP / 100kg,22.02 GBP / 100kg,17.91 GBP / 100kg,15.49 GBP / 100kg,13.67 GBP / 100kg,"1,810.16 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-PL-75-,CH,PL,Poland,75,30.42 GBP / shipm.,130.79 GBP / 100kg,70.19 GBP / 100kg,40.52 GBP / 100kg,29.02 GBP / 100kg,19.91 GBP / 100kg,18.80 GBP / 100kg,20.26 GBP / 100kg,18.03 GBP / 100kg,11.55 GBP / 100kg,"1,476.54 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-AT-82-,CH,AT,Austria,82,80.36 GBP / shipm.,427.04 GBP / 100kg,168.76 GBP / 100kg,96.16 GBP / 100kg,67.09 GBP / 100kg,54.55 GBP / 100kg,53.08 GBP / 100kg,50.35 GBP / 100kg,42.22 GBP / 100kg,28.73 GBP / 100kg,"2,879.24 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-FR-41-,CH,FR,France,41,44.85 GBP / shipm.,221.48 GBP / 100kg,96.02 GBP / 100kg,70.43 GBP / 100kg,66.87 GBP / 100kg,62.87 GBP / 100kg,52.16 GBP / 100kg,28.35 GBP / 100kg,10.51 GBP / 100kg,7.22 GBP / 100kg,"2,248.35 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-NL-63-,CH,NL,Netherlands,63,12.35 GBP / shipm.,56.70 GBP / 100kg,29.82 GBP / 100kg,21.07 GBP / 100kg,9.60 GBP / 100kg,5.52 GBP / 100kg,4.49 GBP / 100kg,6.54 GBP / 100kg,7.08 GBP / 100kg,5.65 GBP / 100kg,"1,095.90 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-17-,CH,NL,Netherlands,17,34.58 GBP / shipm.,158.76 GBP / 100kg,83.48 GBP / 100kg,59.00 GBP / 100kg,26.88 GBP / 100kg,15.45 GBP / 100kg,12.58 GBP / 100kg,18.31 GBP / 100kg,19.82 GBP / 100kg,15.82 GBP / 100kg,"3,068.52 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-ES-49-,CH,ES,Spain,49,89.04 GBP / shipm.,251.24 GBP / 100kg,110.39 GBP / 100kg,51.39 GBP / 100kg,33.08 GBP / 100kg,16.51 GBP / 100kg,12.72 GBP / 100kg,12.16 GBP / 100kg,10.99 GBP / 100kg,8.50 GBP / 100kg,"2,083.20 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-GR-17-,CH,GR,Greece,17,63.13 GBP / shipm.,182.69 GBP / 100kg,93.67 GBP / 100kg,52.48 GBP / 100kg,34.20 GBP / 100kg,26.94 GBP / 100kg,27.27 GBP / 100kg,28.63 GBP / 100kg,33.01 GBP / 100kg,27.18 GBP / 100kg,"4,342.06 GBP / shipm.",70.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-CH-86-,CH,CH,Switzerland,86,15.48 GBP / shipm.,131.48 GBP / 100kg,30.96 GBP / 100kg,22.27 GBP / 100kg,13.98 GBP / 100kg,8.54 GBP / 100kg,6.51 GBP / 100kg,3.45 GBP / 100kg,3.83 GBP / 100kg,1.84 GBP / 100kg,399.04 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-SE-27-,CH,SE,Sweden,27,97.44 GBP / shipm.,437.09 GBP / 100kg,151.83 GBP / 100kg,102.55 GBP / 100kg,70.39 GBP / 100kg,48.46 GBP / 100kg,40.36 GBP / 100kg,36.75 GBP / 100kg,25.33 GBP / 100kg,19.13 GBP / 100kg,"3,728.76 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CH-16-,CH,CH,Switzerland,16,23.58 GBP / shipm.,200.27 GBP / 100kg,47.16 GBP / 100kg,33.93 GBP / 100kg,21.29 GBP / 100kg,13.01 GBP / 100kg,9.92 GBP / 100kg,5.25 GBP / 100kg,5.83 GBP / 100kg,2.80 GBP / 100kg,607.84 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-49-,FR01/FRB1,PL,Poland,49,77.20 GBP / shipm.,322.43 GBP / 100kg,138.42 GBP / 100kg,72.14 GBP / 100kg,61.01 GBP / 100kg,52.69 GBP / 100kg,46.42 GBP / 100kg,39.31 GBP / 100kg,27.37 GBP / 100kg,20.48 GBP / 100kg,"2,375.83 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-PL-87-,CH,PL,Poland,87,33.80 GBP / shipm.,145.33 GBP / 100kg,71.15 GBP / 100kg,31.51 GBP / 100kg,24.56 GBP / 100kg,19.85 GBP / 100kg,18.47 GBP / 100kg,20.24 GBP / 100kg,16.76 GBP / 100kg,12.83 GBP / 100kg,"1,658.80 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-CH-60-,CH,CH,Switzerland,60,28.26 GBP / shipm.,240.02 GBP / 100kg,56.52 GBP / 100kg,40.66 GBP / 100kg,25.51 GBP / 100kg,15.59 GBP / 100kg,11.88 GBP / 100kg,6.30 GBP / 100kg,6.99 GBP / 100kg,3.36 GBP / 100kg,728.48 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-FR-33-,FR01/FRB1,FR,France,33,25.84 GBP / shipm.,116.48 GBP / 100kg,45.90 GBP / 100kg,33.52 GBP / 100kg,31.82 GBP / 100kg,29.92 GBP / 100kg,24.82 GBP / 100kg,13.46 GBP / 100kg,4.96 GBP / 100kg,3.40 GBP / 100kg,768.40 GBP / shipm.,50.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-FR-01-,CH,FR,France,01,43.47 GBP / shipm.,214.67 GBP / 100kg,93.06 GBP / 100kg,68.27 GBP / 100kg,64.81 GBP / 100kg,60.93 GBP / 100kg,50.56 GBP / 100kg,27.48 GBP / 100kg,10.19 GBP / 100kg,6.99 GBP / 100kg,"2,179.17 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
FR01-EG-DE-30-,FR01/FRB1,DE,Germany,30,17.68 GBP / shipm.,73.73 GBP / 100kg,45.63 GBP / 100kg,29.55 GBP / 100kg,24.48 GBP / 100kg,18.69 GBP / 100kg,14.92 GBP / 100kg,10.43 GBP / 100kg,7.02 GBP / 100kg,5.79 GBP / 100kg,901.00 GBP / shipm.,64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-BE-88-,FR01/FRB1,BE,Belgium,88,26.46 GBP / shipm.,124.74 GBP / 100kg,45.71 GBP / 100kg,31.82 GBP / 100kg,20.08 GBP / 100kg,14.87 GBP / 100kg,13.43 GBP / 100kg,11.15 GBP / 100kg,8.22 GBP / 100kg,7.37 GBP / 100kg,"1,056.51 GBP / shipm.",55.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-74-,FR01/FRB1,DE,Germany,74,18.98 GBP / shipm.,79.15 GBP / 100kg,48.98 GBP / 100kg,31.72 GBP / 100kg,26.28 GBP / 100kg,20.06 GBP / 100kg,16.02 GBP / 100kg,11.20 GBP / 100kg,7.54 GBP / 100kg,6.22 GBP / 100kg,967.25 GBP / shipm.,64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DK-26-,FR01/FRB1,DK,Denmark,26,104.92 GBP / shipm.,543.74 GBP / 100kg,213.04 GBP / 100kg,100.21 GBP / 100kg,101.87 GBP / 100kg,70.13 GBP / 100kg,66.81 GBP / 100kg,60.56 GBP / 100kg,36.72 GBP / 100kg,27.16 GBP / 100kg,"4,571.34 GBP / shipm.",31.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-ES-20-,CH,ES,Spain,20,58.83 GBP / shipm.,166.00 GBP / 100kg,72.94 GBP / 100kg,33.95 GBP / 100kg,21.86 GBP / 100kg,10.91 GBP / 100kg,8.40 GBP / 100kg,8.04 GBP / 100kg,7.26 GBP / 100kg,5.62 GBP / 100kg,"1,376.40 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-PT-47-,CH,PT,Portugal,47,89.76 GBP / shipm.,405.19 GBP / 100kg,163.05 GBP / 100kg,70.85 GBP / 100kg,62.94 GBP / 100kg,45.09 GBP / 100kg,41.07 GBP / 100kg,42.79 GBP / 100kg,43.22 GBP / 100kg,36.75 GBP / 100kg,"7,438.86 GBP / shipm.",65.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-ES-31-,CH,ES,Spain,31,101.76 GBP / shipm.,287.14 GBP / 100kg,126.16 GBP / 100kg,58.73 GBP / 100kg,37.80 GBP / 100kg,18.87 GBP / 100kg,14.53 GBP / 100kg,13.90 GBP / 100kg,12.56 GBP / 100kg,9.72 GBP / 100kg,"2,380.80 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-DE-24-,CH,DE,Germany,24,23.79 GBP / shipm.,120.80 GBP / 100kg,109.45 GBP / 100kg,68.13 GBP / 100kg,52.72 GBP / 100kg,35.61 GBP / 100kg,27.47 GBP / 100kg,22.56 GBP / 100kg,18.48 GBP / 100kg,15.94 GBP / 100kg,"2,878.59 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-74-,CH,DE,Germany,74,7.60 GBP / shipm.,36.50 GBP / 100kg,37.10 GBP / 100kg,22.82 GBP / 100kg,17.50 GBP / 100kg,11.42 GBP / 100kg,8.79 GBP / 100kg,7.52 GBP / 100kg,6.50 GBP / 100kg,5.60 GBP / 100kg,"1,030.56 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-49-,CH,DE,Germany,49,13.60 GBP / shipm.,65.32 GBP / 100kg,66.40 GBP / 100kg,40.83 GBP / 100kg,31.32 GBP / 100kg,20.43 GBP / 100kg,15.74 GBP / 100kg,13.45 GBP / 100kg,11.63 GBP / 100kg,10.02 GBP / 100kg,"1,844.16 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DK-80-,CH,DK,Denmark,80,111.63 GBP / shipm.,371.09 GBP / 100kg,252.39 GBP / 100kg,173.59 GBP / 100kg,125.17 GBP / 100kg,79.53 GBP / 100kg,66.65 GBP / 100kg,70.97 GBP / 100kg,45.97 GBP / 100kg,34.51 GBP / 100kg,"5,925.54 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-RO-07-,CH,RO,Romania,07,60.06 GBP / shipm.,150.01 GBP / 100kg,101.16 GBP / 100kg,54.16 GBP / 100kg,31.05 GBP / 100kg,23.38 GBP / 100kg,21.70 GBP / 100kg,13.60 GBP / 100kg,13.63 GBP / 100kg,13.70 GBP / 100kg,"2,463.37 GBP / shipm.",53.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-SK-97-,FR01/FRB1,SK,Slovakia,97,95.76 GBP / shipm.,256.32 GBP / 100kg,140.43 GBP / 100kg,80.98 GBP / 100kg,50.61 GBP / 100kg,36.46 GBP / 100kg,30.63 GBP / 100kg,18.17 GBP / 100kg,15.06 GBP / 100kg,14.40 GBP / 100kg,"2,087.82 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-AT-94-,FR01/FRB1,AT,Austria,94,63.00 GBP / shipm.,305.84 GBP / 100kg,121.44 GBP / 100kg,62.19 GBP / 100kg,47.66 GBP / 100kg,38.36 GBP / 100kg,34.85 GBP / 100kg,25.54 GBP / 100kg,20.41 GBP / 100kg,16.90 GBP / 100kg,"1,719.90 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-PT-44-,CH,PT,Portugal,44,27.84 GBP / shipm.,125.67 GBP / 100kg,50.57 GBP / 100kg,21.98 GBP / 100kg,19.52 GBP / 100kg,13.98 GBP / 100kg,12.74 GBP / 100kg,13.27 GBP / 100kg,13.40 GBP / 100kg,11.40 GBP / 100kg,"2,307.24 GBP / shipm.",65.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-IT-21-,CH,IT,Italy,21,15.75 GBP / shipm.,64.20 GBP / 100kg,32.33 GBP / 100kg,9.36 GBP / 100kg,6.76 GBP / 100kg,4.74 GBP / 100kg,4.83 GBP / 100kg,5.88 GBP / 100kg,7.01 GBP / 100kg,6.47 GBP / 100kg,967.05 GBP / shipm.,51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-FR-75-,CH,FR,France,75,43.93 GBP / shipm.,216.94 GBP / 100kg,94.05 GBP / 100kg,68.99 GBP / 100kg,65.49 GBP / 100kg,61.58 GBP / 100kg,51.09 GBP / 100kg,27.77 GBP / 100kg,10.29 GBP / 100kg,7.07 GBP / 100kg,"2,202.23 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH01-EG-FR-74-,CH,FR,France,74,17.02 GBP / shipm.,84.05 GBP / 100kg,36.44 GBP / 100kg,26.73 GBP / 100kg,25.37 GBP / 100kg,23.86 GBP / 100kg,19.80 GBP / 100kg,10.76 GBP / 100kg,3.99 GBP / 100kg,2.74 GBP / 100kg,853.22 GBP / shipm.,52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH01-IG-RU-11-,CH,RU,Russian Fed.,11,299.88 GBP / shipm.,943.49 GBP / 100kg,446.93 GBP / 100kg,223.23 GBP / 100kg,127.64 GBP / 100kg,80.52 GBP / 100kg,50.15 GBP / 100kg,30.24 GBP / 100kg,22.02 GBP / 100kg,18.32 GBP / 100kg,"2,857.02 GBP / shipm.",205.00 EUR / shipm.,66.00 EUR / shipm.,,
CH00-EG-DE-19-,CH,DE,Germany,19,22.75 GBP / shipm.,115.52 GBP / 100kg,104.67 GBP / 100kg,65.15 GBP / 100kg,50.42 GBP / 100kg,34.06 GBP / 100kg,26.27 GBP / 100kg,21.58 GBP / 100kg,17.68 GBP / 100kg,15.24 GBP / 100kg,"2,752.75 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-HU-92-,CH,HU,Hungary,92,85.92 GBP / shipm.,195.38 GBP / 100kg,124.23 GBP / 100kg,68.25 GBP / 100kg,35.26 GBP / 100kg,26.98 GBP / 100kg,26.51 GBP / 100kg,16.50 GBP / 100kg,15.34 GBP / 100kg,17.58 GBP / 100kg,"3,615.80 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CZ-69-,CH,CZ,Czech Republic,69,108.30 GBP / shipm.,253.27 GBP / 100kg,154.95 GBP / 100kg,92.93 GBP / 100kg,50.54 GBP / 100kg,34.45 GBP / 100kg,33.33 GBP / 100kg,19.93 GBP / 100kg,19.67 GBP / 100kg,20.22 GBP / 100kg,"3,598.60 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-LT-51-,CH,LT,Lithuania,51,129.28 GBP / shipm.,344.54 GBP / 100kg,183.86 GBP / 100kg,106.63 GBP / 100kg,62.73 GBP / 100kg,44.75 GBP / 100kg,37.19 GBP / 100kg,23.92 GBP / 100kg,23.16 GBP / 100kg,22.78 GBP / 100kg,"4,289.47 GBP / shipm.",91.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-IT-24-,FR01/FRB1,IT,Italy,24,51.60 GBP / shipm.,206.53 GBP / 100kg,89.66 GBP / 100kg,37.28 GBP / 100kg,31.22 GBP / 100kg,26.19 GBP / 100kg,23.48 GBP / 100kg,19.09 GBP / 100kg,16.51 GBP / 100kg,14.58 GBP / 100kg,"1,929.84 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-NL-12-,CH,NL,Netherlands,12,11.02 GBP / shipm.,50.59 GBP / 100kg,26.60 GBP / 100kg,18.80 GBP / 100kg,8.57 GBP / 100kg,4.92 GBP / 100kg,4.01 GBP / 100kg,5.83 GBP / 100kg,6.32 GBP / 100kg,5.04 GBP / 100kg,977.88 GBP / shipm.,66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-CH-84-,CH,CH,Switzerland,84,12.60 GBP / shipm.,107.02 GBP / 100kg,25.20 GBP / 100kg,18.13 GBP / 100kg,11.38 GBP / 100kg,6.95 GBP / 100kg,5.30 GBP / 100kg,2.81 GBP / 100kg,3.12 GBP / 100kg,1.50 GBP / 100kg,324.80 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
